"TIME","GEO","INDIC_NRG","UNIT","Value","Flag and Footnotes"
"2009","Albania","Primary energy consumption","Percentage",":",""
"2009","Albania","Primary energy consumption","Index, 2005=100","93.1",""
"2009","Albania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.8",""
"2009","Albania","Final Energy Consumption","Percentage",":",""
"2009","Albania","Final Energy Consumption","Index, 2005=100","95.4",""
"2009","Serbia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","14.6",""
"2009","Serbia","Primary energy consumption","Percentage",":",""
"2009","Serbia","Primary energy consumption","Index, 2005=100","95.4",""
"2009","Serbia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","8.5",""
"2009","Serbia","Final Energy Consumption","Percentage",":",""
"2009","Serbia","Final Energy Consumption","Index, 2005=100","88.6",""
"2009","Turkey","Primary energy consumption","Million TOE (tonnes of oil equivalent)","93.2",""
"2009","Turkey","Primary energy consumption","Percentage",":",""
"2009","Turkey","Primary energy consumption","Index, 2005=100","114.8",""
"2009","Turkey","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","69.8",""
"2009","Turkey","Final Energy Consumption","Percentage",":",""
"2009","Turkey","Final Energy Consumption","Index, 2005=100","110.1",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.4",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Percentage",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Index, 2005=100","126.0",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.2",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Percentage",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Index, 2005=100","121.2",""
"2009","Moldova","Primary energy consumption","Million TOE (tonnes of oil equivalent)","3.2",""
"2009","Moldova","Primary energy consumption","Percentage",":",""
"2009","Moldova","Primary energy consumption","Index, 2005=100","90.5",""
"2009","Moldova","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.1",""
"2009","Moldova","Final Energy Consumption","Percentage",":",""
"2009","Moldova","Final Energy Consumption","Index, 2005=100","85.6",""
"2009","Ukraine","Primary energy consumption","Million TOE (tonnes of oil equivalent)","110.1",""
"2009","Ukraine","Primary energy consumption","Percentage",":",""
"2009","Ukraine","Primary energy consumption","Index, 2005=100","82.1",""
"2009","Ukraine","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","69.4",""
"2009","Ukraine","Final Energy Consumption","Percentage",":",""
"2009","Ukraine","Final Energy Consumption","Index, 2005=100","85.8",""
"2010","European Union (28 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,656.4",""
"2010","European Union (28 countries)","Primary energy consumption","Percentage","5.6",""
"2010","European Union (28 countries)","Primary energy consumption","Index, 2005=100","96.7",""
"2010","European Union (28 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1,163.3",""
"2010","European Union (28 countries)","Final Energy Consumption","Percentage","6.2",""
"2010","European Union (28 countries)","Final Energy Consumption","Index, 2005=100","97.6",""
"2010","Euro area (19 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,161.9",""
"2010","Euro area (19 countries)","Primary energy consumption","Percentage",":",""
"2010","Euro area (19 countries)","Primary energy consumption","Index, 2005=100","96.7",""
"2010","Euro area (19 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","824.5",""
"2010","Euro area (19 countries)","Final Energy Consumption","Percentage",":",""
"2010","Euro area (19 countries)","Final Energy Consumption","Index, 2005=100","97.6",""
"2010","Belgium","Primary energy consumption","Million TOE (tonnes of oil equivalent)","53.9",""
"2010","Belgium","Primary energy consumption","Percentage",":",""
"2010","Belgium","Primary energy consumption","Index, 2005=100","104.9",""
"2010","Belgium","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","38.6",""
"2010","Belgium","Final Energy Consumption","Percentage",":",""
"2010","Belgium","Final Energy Consumption","Index, 2005=100","105.6",""
"2010","Bulgaria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","17.4",""
"2010","Bulgaria","Primary energy consumption","Percentage",":",""
"2010","Bulgaria","Primary energy consumption","Index, 2005=100","91.8",""
"2010","Bulgaria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","8.8",""
"2010","Bulgaria","Final Energy Consumption","Percentage",":",""
"2010","Bulgaria","Final Energy Consumption","Index, 2005=100","86.8",""
"2010","Czech Republic","Primary energy consumption","Million TOE (tonnes of oil equivalent)","41.9",""
"2010","Czech Republic","Primary energy consumption","Percentage",":",""
"2010","Czech Republic","Primary energy consumption","Index, 2005=100","99.3",""
"2010","Czech Republic","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","24.9",""
"2010","Czech Republic","Final Energy Consumption","Percentage",":",""
"2010","Czech Republic","Final Energy Consumption","Index, 2005=100","95.5",""
"2010","Denmark","Primary energy consumption","Million TOE (tonnes of oil equivalent)","19.8",""
"2010","Denmark","Primary energy consumption","Percentage",":",""
"2010","Denmark","Primary energy consumption","Index, 2005=100","102.7",""
"2010","Denmark","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","15.5",""
"2010","Denmark","Final Energy Consumption","Percentage",":",""
"2010","Denmark","Final Energy Consumption","Index, 2005=100","100.1",""
"2010","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","310.4",""
"2010","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Percentage",":",""
"2010","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Index, 2005=100","97.8",""
"2010","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","219.7",""
"2010","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Percentage",":",""
"2010","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Index, 2005=100","100.5",""
"2010","Estonia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","6.1",""
"2010","Estonia","Primary energy consumption","Percentage",":",""
"2010","Estonia","Primary energy consumption","Index, 2005=100","112.5",""
"2010","Estonia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.9",""
"2010","Estonia","Final Energy Consumption","Percentage",":",""
"2010","Estonia","Final Energy Consumption","Index, 2005=100","101.0",""
"2010","Ireland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","14.8",""
"2010","Ireland","Primary energy consumption","Percentage",":",""
"2010","Ireland","Primary energy consumption","Index, 2005=100","100.5",""
"2010","Ireland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","12.0",""
"2010","Ireland","Final Energy Consumption","Percentage",":",""
"2010","Ireland","Final Energy Consumption","Index, 2005=100","94.9",""
"2010","Greece","Primary energy consumption","Million TOE (tonnes of oil equivalent)","27.7",""
"2010","Greece","Primary energy consumption","Percentage",":",""
"2010","Greece","Primary energy consumption","Index, 2005=100","90.5",""
"2010","Greece","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","19.1",""
"2010","Greece","Final Energy Consumption","Percentage",":",""
"2010","Greece","Final Energy Consumption","Index, 2005=100","91.2",""
"2010","Spain","Primary energy consumption","Million TOE (tonnes of oil equivalent)","123.2",""
"2010","Spain","Primary energy consumption","Percentage",":",""
"2010","Spain","Primary energy consumption","Index, 2005=100","90.7",""
"2010","Spain","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","89.1",""
"2010","Spain","Final Energy Consumption","Percentage",":",""
"2010","Spain","Final Energy Consumption","Index, 2005=100","91.1",""
"2010","France","Primary energy consumption","Million TOE (tonnes of oil equivalent)","252.8",""
"2010","France","Primary energy consumption","Percentage",":",""
"2010","France","Primary energy consumption","Index, 2005=100","97.3",""
"2010","France","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","155.0",""
"2010","France","Final Energy Consumption","Percentage",":",""
"2010","France","Final Energy Consumption","Index, 2005=100","96.8",""
"2010","Croatia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","8.8",""
"2010","Croatia","Primary energy consumption","Percentage",":",""
"2010","Croatia","Primary energy consumption","Index, 2005=100","97.0",""
"2010","Croatia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","7.2",""
"2010","Croatia","Final Energy Consumption","Percentage",":",""
"2010","Croatia","Final Energy Consumption","Index, 2005=100","99.7",""
"2010","Italy","Primary energy consumption","Million TOE (tonnes of oil equivalent)","168.4",""
"2010","Italy","Primary energy consumption","Percentage",":",""
"2010","Italy","Primary energy consumption","Index, 2005=100","92.8",""
"2010","Italy","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","128.5",""
"2010","Italy","Final Energy Consumption","Percentage",":",""
"2010","Italy","Final Energy Consumption","Index, 2005=100","93.7",""
"2010","Cyprus","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.7",""
"2010","Cyprus","Primary energy consumption","Percentage",":",""
"2010","Cyprus","Primary energy consumption","Index, 2005=100","107.6",""
"2010","Cyprus","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.9",""
"2010","Cyprus","Final Energy Consumption","Percentage",":",""
"2010","Cyprus","Final Energy Consumption","Index, 2005=100","105.0",""
"2010","Latvia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.6",""
"2010","Latvia","Primary energy consumption","Percentage",":",""
"2010","Latvia","Primary energy consumption","Index, 2005=100","101.4",""
"2010","Latvia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.1",""
"2010","Latvia","Final Energy Consumption","Percentage",":",""
"2010","Latvia","Final Energy Consumption","Index, 2005=100","102.5",""
"2010","Lithuania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","6.1",""
"2010","Lithuania","Primary energy consumption","Percentage",":",""
"2010","Lithuania","Primary energy consumption","Index, 2005=100","76.8",""
"2010","Lithuania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.8",""
"2010","Lithuania","Final Energy Consumption","Percentage",":",""
"2010","Lithuania","Final Energy Consumption","Index, 2005=100","103.5",""
"2010","Luxembourg","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.6",""
"2010","Luxembourg","Primary energy consumption","Percentage",":",""
"2010","Luxembourg","Primary energy consumption","Index, 2005=100","96.6",""
"2010","Luxembourg","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.3",""
"2010","Luxembourg","Final Energy Consumption","Percentage",":",""
"2010","Luxembourg","Final Energy Consumption","Index, 2005=100","96.7",""
"2010","Hungary","Primary energy consumption","Million TOE (tonnes of oil equivalent)","23.3",""
"2010","Hungary","Primary energy consumption","Percentage",":",""
"2010","Hungary","Primary energy consumption","Index, 2005=100","91.4",""
"2010","Hungary","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","16.1",""
"2010","Hungary","Final Energy Consumption","Percentage",":",""
"2010","Hungary","Final Energy Consumption","Index, 2005=100","88.1",""
"2010","Malta","Primary energy consumption","Million TOE (tonnes of oil equivalent)","0.9",""
"2010","Malta","Primary energy consumption","Percentage",":",""
"2010","Malta","Primary energy consumption","Index, 2005=100","97.4",""
"2010","Malta","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","0.5",""
"2010","Malta","Final Energy Consumption","Percentage",":",""
"2010","Malta","Final Energy Consumption","Index, 2005=100","131.6",""
"2010","Netherlands","Primary energy consumption","Million TOE (tonnes of oil equivalent)","70.8",""
"2010","Netherlands","Primary energy consumption","Percentage",":",""
"2010","Netherlands","Primary energy consumption","Index, 2005=100","102.3",""
"2010","Netherlands","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","55.1",""
"2010","Netherlands","Final Energy Consumption","Percentage",":",""
"2010","Netherlands","Final Energy Consumption","Index, 2005=100","101.8",""
"2010","Austria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","32.5",""
"2010","Austria","Primary energy consumption","Percentage",":",""
"2010","Austria","Primary energy consumption","Index, 2005=100","100.1",""
"2010","Austria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","28.0",""
"2010","Austria","Final Energy Consumption","Percentage",":",""
"2010","Austria","Final Energy Consumption","Index, 2005=100","100.8",""
"2010","Poland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","95.7",""
"2010","Poland","Primary energy consumption","Percentage",":",""
"2010","Poland","Primary energy consumption","Index, 2005=100","109.2",""
"2010","Poland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","66.4",""
"2010","Poland","Final Energy Consumption","Percentage",":",""
"2010","Poland","Final Energy Consumption","Index, 2005=100","112.5",""
"2010","Portugal","Primary energy consumption","Million TOE (tonnes of oil equivalent)","22.6",""
"2010","Portugal","Primary energy consumption","Percentage",":",""
"2010","Portugal","Primary energy consumption","Index, 2005=100","90.6",""
"2010","Portugal","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","18.1",""
"2010","Portugal","Final Energy Consumption","Percentage",":",""
"2010","Portugal","Final Energy Consumption","Index, 2005=100","95.2",""
"2010","Romania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","34.3",""
"2010","Romania","Primary energy consumption","Percentage",":",""
"2010","Romania","Primary energy consumption","Index, 2005=100","93.4",""
"2010","Romania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","22.6",""
"2010","Romania","Final Energy Consumption","Percentage",":",""
"2010","Romania","Final Energy Consumption","Index, 2005=100","91.4",""
"2010","Slovenia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","7.1",""
"2010","Slovenia","Primary energy consumption","Percentage",":",""
"2010","Slovenia","Primary energy consumption","Index, 2005=100","101.7",""
"2010","Slovenia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","5.0",""
"2010","Slovenia","Final Energy Consumption","Percentage",":",""
"2010","Slovenia","Final Energy Consumption","Index, 2005=100","103.0",""
"2010","Slovakia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","16.8",""
"2010","Slovakia","Primary energy consumption","Percentage",":",""
"2010","Slovakia","Primary energy consumption","Index, 2005=100","94.7",""
"2010","Slovakia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","11.5",""
"2010","Slovakia","Final Energy Consumption","Percentage",":",""
"2010","Slovakia","Final Energy Consumption","Index, 2005=100","99.9",""
"2010","Finland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","35.9",""
"2010","Finland","Primary energy consumption","Percentage",":",""
"2010","Finland","Primary energy consumption","Index, 2005=100","107.6",""
"2010","Finland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","26.2",""
"2010","Finland","Final Energy Consumption","Percentage",":",""
"2010","Finland","Final Energy Consumption","Index, 2005=100","104.2",""
"2010","Sweden","Primary energy consumption","Million TOE (tonnes of oil equivalent)","48.7",""
"2010","Sweden","Primary energy consumption","Percentage",":",""
"2010","Sweden","Primary energy consumption","Index, 2005=100","99.9",""
"2010","Sweden","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","34.1",""
"2010","Sweden","Final Energy Consumption","Percentage",":",""
"2010","Sweden","Final Energy Consumption","Index, 2005=100","101.2",""
"2010","United Kingdom","Primary energy consumption","Million TOE (tonnes of oil equivalent)","204.7",""
"2010","United Kingdom","Primary energy consumption","Percentage",":",""
"2010","United Kingdom","Primary energy consumption","Index, 2005=100","91.9",""
"2010","United Kingdom","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","143.3",""
"2010","United Kingdom","Final Energy Consumption","Percentage",":",""
"2010","United Kingdom","Final Energy Consumption","Index, 2005=100","93.8",""
"2010","Iceland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","5.5",""
"2010","Iceland","Primary energy consumption","Percentage",":",""
"2010","Iceland","Primary energy consumption","Index, 2005=100","172.2",""
"2010","Iceland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.6",""
"2010","Iceland","Final Energy Consumption","Percentage",":",""
"2010","Iceland","Final Energy Consumption","Index, 2005=100","131.6",""
"2010","Norway","Primary energy consumption","Million TOE (tonnes of oil equivalent)","32.0",""
"2010","Norway","Primary energy consumption","Percentage",":",""
"2010","Norway","Primary energy consumption","Index, 2005=100","128.9",""
"2010","Norway","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","19.6",""
"2010","Norway","Final Energy Consumption","Percentage",":",""
"2010","Norway","Final Energy Consumption","Index, 2005=100","105.7",""
"2010","Montenegro","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1.1",""
"2010","Montenegro","Primary energy consumption","Percentage",":",""
"2010","Montenegro","Primary energy consumption","Index, 2005=100","106.3",""
"2010","Montenegro","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","0.8",""
"2010","Montenegro","Final Energy Consumption","Percentage",":",""
"2010","Montenegro","Final Energy Consumption","Index, 2005=100","94.4",""
"2010","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.8",""
"2010","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Percentage",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Primary energy consumption","Index, 2005=100","103.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.8",""
"2010","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Percentage",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Final Energy Consumption","Index, 2005=100","107.7",""
"2010","Albania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.0",""
"2010","Albania","Primary energy consumption","Percentage",":",""
"2010","Albania","Primary energy consumption","Index, 2005=100","96.8",""
"2010","Albania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.9",""
"2010","Albania","Final Energy Consumption","Percentage",":",""
"2010","Albania","Final Energy Consumption","Index, 2005=100","100.5",""
"2010","Serbia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","14.8",""
"2010","Serbia","Primary energy consumption","Percentage",":",""
"2010","Serbia","Primary energy consumption","Index, 2005=100","96.5",""
"2010","Serbia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","9.0",""
"2010","Serbia","Final Energy Consumption","Percentage",":",""
"2010","Serbia","Final Energy Consumption","Index, 2005=100","94.0",""
"2010","Turkey","Primary energy consumption","Million TOE (tonnes of oil equivalent)","99.7",""
"2010","Turkey","Primary energy consumption","Percentage",":",""
"2010","Turkey","Primary energy consumption","Index, 2005=100","122.8",""
"2010","Turkey","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","74.0",""
"2010","Turkey","Final Energy Consumption","Percentage",":",""
"2010","Turkey","Final Energy Consumption","Index, 2005=100","116.6",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.5",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Percentage",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption","Index, 2005=100","129.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Percentage",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Final Energy Consumption","Index, 2005=100","123.0",""
"2010","Moldova","Primary energy consumption","Million TOE (tonnes of oil equivalent)","3.5",""
"2010","Moldova","Primary energy consumption","Percentage",":",""
"2010","Moldova","Primary energy consumption","Index, 2005=100","99.6",""
"2010","Moldova","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.4",""
"2010","Moldova","Final Energy Consumption","Percentage",":",""
"2010","Moldova","Final Energy Consumption","Index, 2005=100","100.6",""
"2010","Ukraine","Primary energy consumption","Million TOE (tonnes of oil equivalent)","127.0",""
"2010","Ukraine","Primary energy consumption","Percentage",":",""
"2010","Ukraine","Primary energy consumption","Index, 2005=100","94.7",""
"2010","Ukraine","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","74.8",""
"2010","Ukraine","Final Energy Consumption","Percentage",":",""
"2010","Ukraine","Final Energy Consumption","Index, 2005=100","92.6",""
"2011","European Union (28 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,593.3",""
"2011","European Union (28 countries)","Primary energy consumption","Percentage","9.5",""
"2011","European Union (28 countries)","Primary energy consumption","Index, 2005=100","93.0",""
"2011","European Union (28 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1,105.0",""
"2011","European Union (28 countries)","Final Energy Consumption","Percentage","11.3",""
"2011","European Union (28 countries)","Final Energy Consumption","Index, 2005=100","92.7",""
"2011","Euro area (19 countries)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","1,115.5",""
"2011","Euro area (19 countries)","Primary energy consumption","Percentage",":",""
"2011","Euro area (19 countries)","Primary energy consumption","Index, 2005=100","92.8",""
"2011","Euro area (19 countries)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","782.4",""
"2011","Euro area (19 countries)","Final Energy Consumption","Percentage",":",""
"2011","Euro area (19 countries)","Final Energy Consumption","Index, 2005=100","92.6",""
"2011","Belgium","Primary energy consumption","Million TOE (tonnes of oil equivalent)","49.8",""
"2011","Belgium","Primary energy consumption","Percentage",":",""
"2011","Belgium","Primary energy consumption","Index, 2005=100","96.9",""
"2011","Belgium","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","35.2",""
"2011","Belgium","Final Energy Consumption","Percentage",":",""
"2011","Belgium","Final Energy Consumption","Index, 2005=100","96.1",""
"2011","Bulgaria","Primary energy consumption","Million TOE (tonnes of oil equivalent)","18.6",""
"2011","Bulgaria","Primary energy consumption","Percentage",":",""
"2011","Bulgaria","Primary energy consumption","Index, 2005=100","98.3",""
"2011","Bulgaria","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","9.3",""
"2011","Bulgaria","Final Energy Consumption","Percentage",":",""
"2011","Bulgaria","Final Energy Consumption","Index, 2005=100","90.9",""
"2011","Czech Republic","Primary energy consumption","Million TOE (tonnes of oil equivalent)","40.4",""
"2011","Czech Republic","Primary energy consumption","Percentage",":",""
"2011","Czech Republic","Primary energy consumption","Index, 2005=100","95.8",""
"2011","Czech Republic","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","24.1",""
"2011","Czech Republic","Final Energy Consumption","Percentage",":",""
"2011","Czech Republic","Final Energy Consumption","Index, 2005=100","92.5",""
"2011","Denmark","Primary energy consumption","Million TOE (tonnes of oil equivalent)","18.3",""
"2011","Denmark","Primary energy consumption","Percentage",":",""
"2011","Denmark","Primary energy consumption","Index, 2005=100","95.0",""
"2011","Denmark","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","14.8",""
"2011","Denmark","Final Energy Consumption","Percentage",":",""
"2011","Denmark","Final Energy Consumption","Index, 2005=100","95.5",""
"2011","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Million TOE (tonnes of oil equivalent)","294.4",""
"2011","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Percentage",":",""
"2011","Germany (until 1990 former territory of the FRG)","Primary energy consumption","Index, 2005=100","92.8",""
"2011","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","208.8",""
"2011","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Percentage",":",""
"2011","Germany (until 1990 former territory of the FRG)","Final Energy Consumption","Index, 2005=100","95.6",""
"2011","Estonia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","6.1",""
"2011","Estonia","Primary energy consumption","Percentage",":",""
"2011","Estonia","Primary energy consumption","Index, 2005=100","113.5",""
"2011","Estonia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","2.8",""
"2011","Estonia","Final Energy Consumption","Percentage",":",""
"2011","Estonia","Final Energy Consumption","Index, 2005=100","98.5",""
"2011","Ireland","Primary energy consumption","Million TOE (tonnes of oil equivalent)","13.6",""
"2011","Ireland","Primary energy consumption","Percentage",":",""
"2011","Ireland","Primary energy consumption","Index, 2005=100","91.9",""
"2011","Ireland","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","10.9",""
"2011","Ireland","Final Energy Consumption","Percentage",":",""
"2011","Ireland","Final Energy Consumption","Index, 2005=100","86.5",""
"2011","Greece","Primary energy consumption","Million TOE (tonnes of oil equivalent)","27.0",""
"2011","Greece","Primary energy consumption","Percentage",":",""
"2011","Greece","Primary energy consumption","Index, 2005=100","88.1",""
"2011","Greece","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","19.0",""
"2011","Greece","Final Energy Consumption","Percentage",":",""
"2011","Greece","Final Energy Consumption","Index, 2005=100","90.6",""
"2011","Spain","Primary energy consumption","Million TOE (tonnes of oil equivalent)","121.7",""
"2011","Spain","Primary energy consumption","Percentage",":",""
"2011","Spain","Primary energy consumption","Index, 2005=100","89.6",""
"2011","Spain","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","86.7",""
"2011","Spain","Final Energy Consumption","Percentage",":",""
"2011","Spain","Final Energy Consumption","Index, 2005=100","88.7",""
"2011","France","Primary energy consumption","Million TOE (tonnes of oil equivalent)","243.2",""
"2011","France","Primary energy consumption","Percentage",":",""
"2011","France","Primary energy consumption","Index, 2005=100","93.6",""
"2011","France","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","143.8",""
"2011","France","Final Energy Consumption","Percentage",":",""
"2011","France","Final Energy Consumption","Index, 2005=100","89.8",""
"2011","Croatia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","8.7",""
"2011","Croatia","Primary energy consumption","Percentage",":",""
"2011","Croatia","Primary energy consumption","Index, 2005=100","95.6",""
"2011","Croatia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","7.0",""
"2011","Croatia","Final Energy Consumption","Percentage",":",""
"2011","Croatia","Final Energy Consumption","Index, 2005=100","96.2",""
"2011","Italy","Primary energy consumption","Million TOE (tonnes of oil equivalent)","163.3",""
"2011","Italy","Primary energy consumption","Percentage",":",""
"2011","Italy","Primary energy consumption","Index, 2005=100","90.0",""
"2011","Italy","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","123.1",""
"2011","Italy","Final Energy Consumption","Percentage",":",""
"2011","Italy","Final Energy Consumption","Index, 2005=100","89.8",""
"2011","Cyprus","Primary energy consumption","Million TOE (tonnes of oil equivalent)","2.6",""
"2011","Cyprus","Primary energy consumption","Percentage",":",""
"2011","Cyprus","Primary energy consumption","Index, 2005=100","106.4",""
"2011","Cyprus","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","1.9",""
"2011","Cyprus","Final Energy Consumption","Percentage",":",""
"2011","Cyprus","Final Energy Consumption","Index, 2005=100","104.6",""
"2011","Latvia","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.3",""
"2011","Latvia","Primary energy consumption","Percentage",":",""
"2011","Latvia","Primary energy consumption","Index, 2005=100","95.2",""
"2011","Latvia","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","3.9",""
"2011","Latvia","Final Energy Consumption","Percentage",":",""
"2011","Latvia","Final Energy Consumption","Index, 2005=100","96.3",""
"2011","Lithuania","Primary energy consumption","Million TOE (tonnes of oil equivalent)","5.8",""
"2011","Lithuania","Primary energy consumption","Percentage",":",""
"2011","Lithuania","Primary energy consumption","Index, 2005=100","73.1",""
"2011","Lithuania","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.7",""
"2011","Lithuania","Final Energy Consumption","Percentage",":",""
"2011","Lithuania","Final Energy Consumption","Index, 2005=100","102.6",""
"2011","Luxembourg","Primary energy consumption","Million TOE (tonnes of oil equivalent)","4.5",""
"2011","Luxembourg","Primary energy consumption","Percentage",":",""
"2011","Luxembourg","Primary energy consumption","Index, 2005=100","95.0",""
"2011","Luxembourg","Final Energy Consumption","Million TOE (tonnes of oil equivalent)","4.3",""
